1612652400822,5,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,5
1612652400832,5,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,5
1612652400842,6,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,6
1612652400853,5,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,5
1612652400866,4,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,4
1612652400878,4,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,4
1612652400888,4,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,4
1612652400901,4,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,4
1612652400911,5,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,5
1612652400924,7,Requisição HTTP,200,,Grupo de Usuários 1-1,,true,210,7
1612652400926,7,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,7
1612652400948,5,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,5
1612652400961,7,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,7
1612652400974,7,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,7
1612652400989,6,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,6
1612652401005,6,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,6
1612652401021,5,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,5
1612652401024,6,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,6
1612652401037,5,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,5
1612652401048,5,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,5
1612652401058,9,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,9
1612652401072,4,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,4
1612652401082,4,Requisição HTTP,200,,Grupo de Usuários 1-2,,true,210,4
1612652401091,4,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,4
1612652401115,5,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,5
1612652401124,6,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,6
1612652401127,7,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,7
1612652401139,5,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,5
1612652401150,5,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,5
1612652401159,5,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,5
1612652401170,4,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,4
1612652401182,5,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,5
1612652401192,5,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,5
1612652401202,4,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,4
1612652401213,5,Requisição HTTP,200,,Grupo de Usuários 1-3,,true,210,5
1612652401224,6,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,6
1612652401226,6,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,6
1612652401248,5,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,5
1612652401248,5,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,5
1612652401263,5,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,5
1612652401273,4,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,4
1612652401283,4,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,4
1612652401292,7,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,7
1612652401304,12,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,12
1612652401314,4,Requisição HTTP,200,,Grupo de Usuários 1-4,,true,210,4
1612652401325,6,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,6
1612652401326,7,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,7
1612652401354,4,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,4
1612652401353,5,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,5
1612652401369,3,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,3
1612652401369,3,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,3
1612652401383,3,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,3
1612652401383,3,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,3
1612652401400,3,Requisição HTTP,200,,Grupo de Usuários 1-5,,true,210,3
1612652401400,3,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,3
1612652401415,4,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,4
1612652401425,7,Requisição HTTP,200,,Grupo de Usuários 1-7,,true,210,7
1612652401431,4,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,4
1612652401447,5,Requisição HTTP,200,,Grupo de Usuários 1-7,,true,210,4
1612652401460,6,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,6
1612652401474,4,Requisição HTTP,200,,Grupo de Usuários 1-7,,true,210,4
1612652401490,3,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,3
1612652401502,4,Requisição HTTP,200,,Grupo de Usuários 1-7,,true,210,4
1612652401517,3,Requisição HTTP,200,,Grupo de Usuários 1-6,,true,210,3
1612652401526,7,Requisição HTTP,200,,Grupo de Usuários 1-8,,true,210,7
1612652401526,7,Requisição HTTP,200,,Grupo de Usuários 1-7,,true,210,7
